villageid,villagename,acid
606055,Lounapkau Langis,606
606056,Lounapuak,606
606057,Lounatim,606
606058,Lounihm,606
606059,Lounuala,606
606060,Lounuotuan,606
606061,Lousiganu,606
606062,Loweao,606
606063,Lowkamal,606
606064,Lowkanine,606
606065,Lowkaru,606
606066,Lownamak,606
606067,Lownaowla,606
606068,Lownapik,606
606069,Lownara (Middle Bush),606
606070,Lownekawek,606
606071,Lowpukas,606
606072,Lowteklepe-Tuan,606
606073,Yawus,606
606074,Yuia,606
606075,Yunapek,606
606076,Yuniel,606
999966,Other Village,606
607001,Emanie R,607
607002,Enfitana,607
607003,Green Point,607
607004,Iakel,607
607005,Iakus,607
607006,Iamalmalba,607
607007,Ianaikuaihuk,607
607008,Ianemra,607
607009,Ianfulia,607
607010,Iankuenekap,607
607011,Iankwa Nenpek,607
607012,Iansip,607
607013,Ianumnawa,607
607014,Iapangnava,607
607015,Iapnamal,607
607016,Iapnoutaling,607
607017,Iatap,607
607018,Ienfitana,607
607019,Iepilmail,607
607020,Ietelket,607
607021,Ikakahak,607
607022,Ikiti,607
607023,Ikiyo,607
607024,Ikunakut,607
607025,Ikunap,607
607026,Ikunara,607
607027,Ikurapow,607
607028,Ikwipir,607
607029,Imakal,607
607030,Imana,607
607031,Imapel,607
607032,Ipilmai,607
607033,Isangel (S),607
607034,Kleitaleiken,607
607035,Koraioken,607
607036,Kraitanaigen,607
607037,Kwataparen,607
607038,Laukau,607
607039,Lowkamas,607
607040,Lowkweria (Sw Tanna),607
607041,Nakaka,607
607042,Nehebe,607
607043,Tamaruk,607
607044,Tapum,607
607045,Yahlia,607
607046,Yakasever,607
607047,Yakel,607
607048,Yakukak,607
607049,Yakunaveuka,607
607050,Yakurak,607
607051,Yakwelin,607
607052,Yalkis,607
607053,Yallia,607
607054,Yanaolowol,607
607055,Yanapek,607
607056,Yaneai,607
607057,Yaneumra,607
607058,Yanfulia,607
607059,Yankuanenetata,607
607060,Yankwa Napkapa,607
607061,Yankwa Neneai,607
607062,Yankwa Nenepum,607
607063,Yaohnanen,607
607064,Yapang Nawa,607
607065,Yapkeusep,607
607066,Yapnaitaleng,607
607067,Yaruareng,607
607068,Yastoa,607
607069,Yatakwas Kamil,607
607070,Yatanas,607
607071,Yataphum,607
607072,Yatpalanien,607
607073,Yatukwas,607
607074,Yawenkula,607
607075,Yenakul,607
607076,Yenalual,607
607077,Yenapkasu,607
607078,Yenata,607
607079,Yenawan,607
607080,Yenhup,607
607081,Yenpenarap,607
607082,Yenpinan,607
607083,Yenuglapang,607
607084,Yeruareng,607
607085,Yerutana,607
607086,Yetan Meren,607
607087,Yetanmalen,607
999967,Other Village,607
608001,Dip Point,608
608002,Enalngunia,608
608003,Enaola,608
608004,Enawra,608
608005,Enbaraben,608
608006,Eniai,608
608007,Enima,608
608008,Enkatele,608
608009,Enma Tangi,608
608010,Entauat,608
608011,Fatarapa,608
608012,Iakumeapsen,608
608013,Iamravang,608
608014,Ianapai,608
608015,Ianarao,608
608016,Iankula,608
608017,Ianuak,608
608018,Iarkei,608
608019,Iarkunuie,608
608020,Iatukuri,608
608021,Ienkuru,608
608022,Ihlareng,608
608023,Ikurakau,608
608024,Ikurup,608
608025,Ikutuhmien,608
608026,Ilisilis,608
608027,Imalet,608
608028,Imanmaneng,608
608029,Imayo,608
608030,Ipeukel,608
608031,Ipkagien,608
608032,Ipkangien,608
608033,Iquaramanu,608
608034,Irulkolewa,608
608035,Isaaka (Whitesands),608
608036,Isarkei,608
608037,Kalali,608
608038,Karunanen,608
608039,Kings Cross,608
608040,Kitow,608
608041,Kukarua,608
608042,Lahwenuwi,608
608043,Lamanapiepi,608
608044,Lamanaruan,608
608045,Lamangoati,608
608046,Lapangtowa,608
608047,Lapeiu,608
608048,Latapu,608
608049,Lautapunga,608
608050,Lavavia,608
608051,Lawangi,608
608052,Loanengo,608
608053,Loearfi,608
608054,Lokaim,608
608055,Loubali,608
608056,Loukauan,608
608057,Lounamin,608
608058,Lounang,608
608059,Lounapuas,608
608060,Louniel,608
608061,Lounou,608
608062,Lowakao,608
608063,Lowiepeng,608
608064,Lowkane,608
608065,Lowmatumatu,608
608066,Lownapik Tenaomus,608
608067,Lownasunan,608
608068,Lownasurien,608
608069,Lowniel,608
608070,Lownien Apihil,608
608071,Lownow,608
608072,Lowoetuma,608
608073,Lowtapunga,608
608074,Maleliu,608
608075,Manuapen,608
608076,Natanu,608
608077,Nawating,608
608078,Sameria,608
608079,Waisisi (Tanna),608
608080,Yakunekaunun,608
608081,Yakwasaku,608
608082,Yanapuasiko,608
608083,Yanarawia,608
608084,Yaneumakel,608
608085,Yankula,608
608086,Yankwanemi,608
608087,Yankwanpakar,608
608088,Yanmilen,608
608089,Yanumakel,608
608090,Yapowul,608
608091,Yatukuei,608
608092,Yenaes,608
608093,Yenamahu,608
608094,Yenapuas,608
608095,Yenatoka,608
608096,Yenemaha,608
608097,Yetapir,608
608098,Yetapu,608
608099,Yetaus,608
999968,Other Village,608
609001,High Hill,609
609002,Imaki,609
609003,Imarkakak,609
609004,Isiai,609
609005,Itapua,609
609006,Kwamera,609
609007,Yakumanerei,609
609008,Yakunaus,609
609009,Yakwaraka,609
609010,Yakwariteng,609
609011,Yanemarai,609
609012,Yapkapen,609
609013,Yarkwaraka,609
609014,Yarofi,609
609015,Yenamu,609
999969,Other Village,609
610001,Iasoa,610
610002,Imarae,610
610003,Ipau,610
610004,Ishia,610
610005,Isia,610
610006,Itaromara,610
610007,Itavai,610
610008,Matangi (Aniwa),610
610009,Monga Ehluga,610
610010,Nakiroa,610
610011,Napua,610
610012,Vaiora,610
999970,Other Village,610
611001,Amplithei,611
611002,Anadwei,611
611003,Anauamet,611
611004,Anawanjei,611
611005,Anelgowhat,611
611006,Anelluhu,611
611008,Anowunamlao,611
611009,Anoyac,611
611010,Anpekeh,611
611011,Antap,611
611012,Esino,611
611013,Inap,611
611014,Itchepthav,611
611015,Ivanelhat,611
611016,Umeij,611
611017,Utche,611
611018,Uwonmohoc,611
611019,Yatalotu,611
999971,Other Village,611
